,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,128,135,45,29,9,51,116,-10,295
Cash from Investing Activity,-30,-10,-41,-51,-79,-26,-8,-46,-415
Cash from Financing Activity,2,-78,-120,-15,72,-25,-99,60,57
Net Cash Flow,101,47,-116,-38,1,0,10,4,-62
