,2016-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,0,97,57,143,-24,147,109
Cash from Investing Activity,0,-91,-43,-156,52,-79,-44
Cash from Financing Activity,0,-7,-3,28,-17,-49,-64
Net Cash Flow,0,-2,11,15,12,19,0
