,2016-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,248.0,18.0,12,9,14,13,11
Inventory Days,,,,,,,
Days Payable,,,,,,,
Cash Conversion Cycle,248.0,18.0,12,9,14,13,11
Working Capital Days,816.0,22.0,-36,-48,-13,26,102
ROCE %,,,79,47,22,45,48
