,2022-03-01,2023-03-01,2023-09-01
Promoters,48.82,48.74,48.69
FIIs,1.02,1.71,1.84
DIIs,10.02,9.99,10.26
Public,40.14,39.56,39.21
No. of Shareholders,45437.0,35643.0,37141.0
