,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,0.0,0,9,119,2,0,0
Inventory Days,,,,,,,
Days Payable,,,,,,,
Cash Conversion Cycle,0.0,0,9,119,2,0,0
Working Capital Days,-182.0,2236,35,132,5,651,-40
ROCE %,,6,8,-8,27,13,7
