,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,0,-2,3,-13,4,-58,-175
Cash from Investing Activity,0,0,0,-1,6,67,-85
Cash from Financing Activity,2,0,0,10,-10,0,269
Net Cash Flow,2,-2,3,-3,0,9,8
