,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,56.32,56.32,56.32,56.32,56.32,56.32,56.32,56.32,56.32,56.32,56.32,56.32
FIIs,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,0.0,1.07
DIIs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07,0.0
Public,42.61,42.61,42.61,42.61,42.61,42.61,42.61,42.61,42.61,42.61,42.61,42.61
No. of Shareholders,3493.0,3495.0,3506.0,3506.0,3553.0,3635.0,3633.0,3623.0,3646.0,3640.0,3631.0,3693.0
