,2013-03-01,2014-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-83.54,-7.29,9.19,22.91,0.81,7.16,3.98,-0.54,1.8,3.45
Cash from Investing Activity,-17.77,0.7000000000000001,-23.13,4.8100000000000005,-9.75,-0.21,-0.1,-3.34,-1.49,1.06
Cash from Financing Activity,76.16,23.64,2.19,-28.13,10.22,-8.25,-3.19,2.43,-0.12,-3.7
Net Cash Flow,-25.15,17.06,-11.75,-0.41,1.28,-1.3,0.6900000000000001,-1.44,0.19,0.81
