,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,14,14,14,14,14,14
Reserves,11,16,18,33,61,74
Borrowings,52,54,61,43,87,108
Other Liabilities,25,22,21,24,36,32
Total Liabilities,102,106,114,114,199,228
Fixed Assets,64,68,71,70,86,133
CWIP,0,0,0,0,41,4
Investments,0,0,0,0,0,0
Other Assets,38,38,43,43,72,91
Total Assets,102,106,114,114,199,228
