,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,21.79,34.65,39.53,28.25,41.23,52.75,52.99,55.54,48.48,49.54,46.55,54.87,58.9
Expenses,19.5,30.61,33.48,25.23,35.15,45.46,42.23,43.33,34.59,36.25,35.94,42.23,44.04
Operating Profit,2.29,4.04,6.05,3.02,6.08,7.29,10.76,12.21,13.89,13.29,10.61,12.64,14.86
OPM %,10.51,11.66,15.3,10.69,14.75,13.82,20.31,21.98,28.65,26.83,22.79,23.04,25.23
Other Income,0.24,0.25,-0.16,0.31,0.0,0.13,0.11,0.06,0.07,0.01,0.69,0.07,0.22
Interest,1.13,1.18,1.01,0.55,1.15,0.94,1.1,0.71,1.08,1.09,1.27,2.18,2.25
Depreciation,1.26,1.32,1.36,1.42,1.43,1.49,1.54,1.48,1.5,1.5,1.6,2.36,2.59
Profit before tax,0.14,1.79,3.52,1.36,3.5,4.99,8.23,10.08,11.38,10.71,8.43,8.17,10.24
Tax %,-14.29,11.73,1.7,10.29,10.29,15.23,9.11,16.37,25.57,28.29,34.05,27.91,26.66
Net Profit,0.17,1.59,3.46,1.22,3.14,4.24,7.48,8.43,8.47,7.68,5.56,5.9,7.52
EPS in Rs,0.02,0.22,0.49,0.17,0.44,0.6,1.06,1.19,1.21,1.09,0.79,0.85,1.07
