,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,3,8,8,11,11,13,13,13,13,13,13,13,13
Reserves,2,4,6,3,5,21,29,44,62,81,101,118,130
Borrowings,3,7,16,25,41,75,167,255,246,286,287,357,445
Other Liabilities,0,0,1,1,2,3,9,10,10,14,18,25,19
Total Liabilities,9,20,30,41,59,112,218,322,331,393,418,513,607
Fixed Assets,0,0,0,0,1,1,1,2,4,3,7,24,25
CWIP,0,0,0,0,0,0,0,0,0,2,5,1,0
Investments,0,0,0,0,1,0,0,1,9,26,27,12,21
Other Assets,9,20,30,41,58,111,216,319,317,363,378,476,560
Total Assets,9,20,30,41,59,112,218,322,331,393,418,513,607
