,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,91.11,102.09,100.51,5.14,28.08,30.17,61.48,64.35,77.39,88.73,81.96,65.57,78.79
Expenses,86.75,98.08,98.57,5.84,25.27,26.38,56.54,60.76,73.54,82.3,80.58,62.56,74.85
Operating Profit,4.36,4.01,1.94,-0.7,2.81,3.79,4.94,3.59,3.85,6.43,1.38,3.01,3.94
OPM %,4.79,3.93,1.93,-13.62,10.01,12.56,8.04,5.58,4.97,7.25,1.68,4.59,5.0
Other Income,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Interest,3.93,2.84,2.8,1.82,2.51,2.26,2.94,2.54,2.77,3.28,1.29,2.29,2.94
Depreciation,0.19,0.13,-0.12,0.06,0.0,0.03,0.0,0.02,0.01,0.01,0.03,0.02,0.02
Profit before tax,0.24,1.04,-0.74,-2.58,0.3,1.5,2.0,1.03,1.07,3.14,0.06,0.7,0.98
Tax %,4.17,25.0,20.27,0.0,-6.67,-0.67,20.5,25.24,28.04,28.03,-16.67,28.57,31.63
Net Profit,0.23,0.78,-0.59,-2.58,0.31,1.51,1.58,0.77,0.77,2.26,0.07,0.51,0.67
EPS in Rs,0.02,0.07,-0.03,-0.13,0.02,0.07,0.07,0.03,0.03,0.09,0.0,0.02,0.03
