,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,534.0,627.0,680.0,492.0,739.0,756.0,742.0,740.0,808.0,754.0,829.0,783.0,776.0
Expenses,448.0,529.0,601.0,462.0,672.0,682.0,692.0,671.0,742.0,678.0,732.0,709.0,714.0
Operating Profit,87.0,97.0,79.0,30.0,67.0,74.0,50.0,69.0,66.0,76.0,97.0,74.0,62.0
OPM %,16.0,16.0,12.0,6.0,9.0,10.0,7.0,9.0,8.0,10.0,12.0,10.0,8.0
Other Income,9.0,4.0,4.0,3.0,2.0,2.0,10.0,4.0,4.0,5.0,6.0,6.0,9.0
Interest,5.0,5.0,7.0,7.0,7.0,7.0,8.0,8.0,9.0,9.0,10.0,9.0,9.0
Depreciation,24.0,24.0,25.0,24.0,25.0,25.0,27.0,27.0,28.0,29.0,29.0,28.0,29.0
Profit before tax,66.0,72.0,50.0,2.0,38.0,44.0,26.0,37.0,32.0,43.0,64.0,42.0,32.0
Tax %,25.0,25.0,24.0,5.0,25.0,24.0,24.0,23.0,25.0,23.0,25.0,23.0,22.0
Net Profit,50.0,54.0,38.0,2.0,28.0,34.0,20.0,29.0,24.0,33.0,48.0,32.0,25.0
EPS in Rs,33.18,36.39,25.51,1.13,18.94,22.4,13.4,19.21,16.02,22.23,32.31,21.73,16.76
