,2022-03-01,2023-03-01,2023-09-01
Equity Capital,20,20,20
Reserves,72,84,89
Borrowings,54,83,115
Other Liabilities,53,62,65
Total Liabilities,199,248,289
Fixed Assets,44,64,63
CWIP,0,12,52
Investments,1,0,0
Other Assets,155,172,174
Total Assets,199,248,289
