,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,47.24,46.24,46.24,46.25,46.25,46.25,45.25,45.26,45.26
FIIs,0.0,15.18,21.36,19.27,20.71,24.94,19.8,16.17,16.28
DIIs,32.54,19.77,12.7,12.93,15.71,12.17,23.55,27.7,27.95
Government,0.0,0.0,0.09,0.14,0.18,0.28,0.16,0.18,0.18
Public,20.23,18.82,19.61,21.41,17.15,16.36,11.23,10.7,10.35
No. of Shareholders,105825.0,103386.0,120548.0,142062.0,132757.0,144297.0,153718.0,162105.0,169954.0
