,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,69.59,69.59,69.59,58.39,59.88,52.09
Public,30.42,30.41,30.41,41.6,40.12,47.91
No. of Shareholders,246.0,221.0,202.0,228.0,259.0,2167.0
