,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,103.0,113,133,98,158,221,149
Inventory Days,139.0,90,101,40,15,80,159
Days Payable,118.0,94,139,84,46,132,106
Cash Conversion Cycle,124.0,108,95,54,127,168,202
Working Capital Days,134.0,124,114,100,153,197,219
ROCE %,,20,21,24,18,12,12
