,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,7,7,7,7,7,7,7,7,7,7,7,8,8.0
Reserves,160,187,205,203,211,162,161,162,179,209,239,279,
Borrowings,9,58,58,55,72,81,100,130,195,177,153,162,
Other Liabilities,10,18,24,26,29,26,29,39,52,43,49,66,
Total Liabilities,187,271,294,292,318,277,298,338,433,436,448,514,
Fixed Assets,117,181,197,199,212,174,176,172,166,242,234,250,
CWIP,0,0,2,1,2,6,8,15,92,11,9,5,
Investments,37,61,68,49,46,21,18,19,19,19,19,34,
Other Assets,32,29,28,43,57,77,96,132,156,164,186,224,
Total Assets,187,271,294,292,318,277,298,338,433,436,448,514,
