,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,71.15,71.29,63.86,64.18,64.19,64.19,64.19
Public,28.85,28.71,36.14,35.82,35.81,35.81,35.8
No. of Shareholders,287.0,322.0,493.0,471.0,2826.0,3172.0,3164.0
