,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,27.73,56.35,35.13,33.13,66.47,37.24,45.58
Inventory Days,61.67,91.4,118.81,265.28,250.92,219.71,313.07
Days Payable,85.23,77.15,83.67,122.19,134.77,110.74,184.85
Cash Conversion Cycle,4.17,70.59,70.27,176.22,182.62,146.21,173.8
Working Capital Days,-13.73,48.35,53.36,133.61,128.69,94.07,113.41
ROCE %,,50.88,56.32,3.75,11.97,15.1,-4.36
