,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,0.23,-1.06,2.4,-5.6,7.49,3.1,1.64
Cash from Investing Activity,-0.11,-1.21,-1.59,-5.33,-5.15,-2.85,-1.7000000000000002
Cash from Financing Activity,0.25,3.21,-0.85,8.91,-0.74,-1.59,-0.33
Net Cash Flow,0.38,0.95,-0.04,-2.02,1.6,-1.33,-0.39
