,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,58.56,58.56,59.39,59.35,59.35,59.35,59.35,59.35
FIIs,0.05,0.1,0.01,1.98,3.36,3.5,3.4,3.71
DIIs,3.32,0.61,0.09,0.18,0.03,0.03,0.03,0.03
Government,0.0,0.45,0.55,0.6,0.64,0.0,0.0,0.0
Public,38.07,40.27,39.95,37.89,36.63,37.13,37.24,36.92
No. of Shareholders,13180.0,15533.0,16272.0,16441.0,15578.0,24421.0,21462.0,21622.0
