,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,0.00,0.06,0.04,0.00,0.00,12.75,53.08,68.81,86.72,11.46,38.07,24.46,5.37
Expenses,2.07,5.46,0.25,0.19,10.78,6.2,33.05,63.9,83.67,10.64,36.87,36.21,7.92
Operating Profit,-2.07,-5.4,-0.21,-0.19,-10.78,6.55,20.03,4.91,3.05,0.82,1.2,-11.75,-2.55
OPM %,,-9000.0,-525.0,,,51.37,37.74,7.14,3.52,7.16,3.15,-48.04,-47.49
Other Income,0.09,0.01,0.28,0.03,11.14,0.01,1.69,0.01,0.08,0.01,1.03,0.1,1.83
Interest,0.09,0.08,0.16,0.24,0.01,0.01,0.01,0.01,0.01,0.01,0.11,0.01,0.01
Depreciation,0.00,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Profit before tax,-2.07,-5.47,-0.09,-0.40,0.35,6.55,21.71,4.91,3.12,0.82,2.12,-11.66,-0.73
Tax %,0.00,0.0,1666.67,0.00,0.00,0.0,39.98,0.0,0.0,0.0,169.34,0.0,0.0
Net Profit,-2.07,-5.47,1.4,-0.41,0.35,6.55,13.03,4.91,3.12,0.82,-1.47,-11.66,-0.73
EPS in Rs,-1.57,-4.14,1.06,-0.31,0.27,4.96,9.87,3.72,2.36,0.62,-1.11,-8.83,-0.55
