,2011-03-01,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,,,,,,133.52,98.31,119.8,114.99
Inventory Days,,,,,,197.42,97.55,152.37,160.94
Days Payable,,,,,,109.08,37.65,30.79,27.82
Cash Conversion Cycle,,,,,,221.86,158.2,241.38,248.1
Working Capital Days,,,,,,235.31,151.63,216.34,384.09
ROCE %,,-25.90,-0.80,-0.10,0.00,,3.95,9.85,11.03
