,2021-09-01,2022-03-01,2022-09-01,2023-03-01,2023-09-01
Sales,31.66,35.37,33.24,52.78,34.76
Expenses,29.93,32.5,31.75,46.08,32.19
Operating Profit,1.73,2.87,1.49,6.7,2.57
OPM %,5.46,8.11,4.48,12.69,7.39
Other Income,0.0,0.01,0.92,0.0,0.0
Interest,0.62,0.65,0.65,0.65,0.72
Depreciation,0.22,0.24,0.23,0.43,0.22
Profit before tax,0.89,1.99,1.53,5.62,1.63
Tax %,0.0,21.11,7.19,28.83,11.04
Net Profit,0.89,1.57,1.41,4.0,1.45
EPS in Rs,0.21,0.03,0.02,0.05,0.02
