,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,117.0,152.0,164.0,96.0,138.0,163.0,183.0,164.0,213.0,218.0,202.0,211.0,252.0
Expenses,114.0,147.0,159.0,94.0,133.0,157.0,176.0,156.0,199.0,203.0,191.0,194.0,231.0
Operating Profit,4.0,5.0,6.0,2.0,5.0,6.0,7.0,8.0,14.0,15.0,11.0,17.0,21.0
OPM %,3.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,7.0,7.0,6.0,8.0,8.0
Other Income,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,4.0,7.0,2.0,2.0
Interest,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0
Depreciation,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Profit before tax,0.0,2.0,3.0,-1.0,2.0,3.0,5.0,7.0,13.0,14.0,14.0,15.0,20.0
Tax %,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Profit,0.0,2.0,3.0,-1.0,2.0,3.0,5.0,7.0,13.0,14.0,14.0,15.0,19.0
EPS in Rs,0.01,0.1,0.13,-0.05,0.08,0.14,0.25,0.36,0.65,0.74,0.71,0.62,0.82
