,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,4.34,4.76,2.96,1.34,2.3,3.2,2.42,2.85,0.95,3.71,5.91,1.98,2.31
Expenses,4.28,4.69,5.0,1.94,3.12,2.29,2.18,2.16,2.44,2.9,4.64,1.99,3.31
Operating Profit,0.06,0.07,-2.04,-0.6,-0.82,0.91,0.24,0.69,-1.49,0.81,1.27,-0.01,-1.0
OPM %,1.38,1.47,-68.92,-44.78,-35.65,28.44,9.92,24.21,-156.84,21.83,21.49,-0.51,-43.29
Other Income,0.06,0.1,0.05,0.07,0.04,0.0,0.04,0.06,0.14,0.17,0.03,0.01,0.05
Interest,0.45,0.44,-0.11,0.24,0.28,0.3,0.37,0.49,0.45,0.33,0.43,0.46,0.43
Depreciation,0.24,0.24,0.24,0.31,0.24,0.24,0.23,0.23,0.21,0.21,0.2,0.19,0.16
Profit before tax,-0.57,-0.51,-2.12,-1.08,-1.3,0.37,-0.32,0.03,-2.01,0.44,0.67,-0.65,-1.54
Tax %,0.0,0.0,36.32,0.0,0.0,0.0,6.25,0.0,15.42,27.27,16.42,27.69,25.97
Net Profit,-0.57,-0.51,-1.35,-1.08,-1.3,0.37,-0.3,0.04,-1.7,0.32,0.56,-0.48,-1.14
EPS in Rs,-0.22,-0.2,-0.52,-0.42,-0.5,0.14,-0.12,0.02,-0.65,0.12,0.22,-0.18,-0.44
