,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,4.76,4.76,4.76,4.76,4.76,4.76
Reserves,-0.5700000000000001,-0.6000000000000001,-0.59,-0.61,-0.64,
Borrowings,0.05,0.01,0.05,0.01,0.25,
Other Liabilities,0.45,0.46,0.47,0.25,0.35,
Total Liabilities,4.69,4.63,4.69,4.41,4.72,
Fixed Assets,0.3,0.33,0.3,0.47,0.54,
CWIP,0.0,0.0,0.0,0.0,0.0,
Investments,0.0,0.0,0.0,0.0,0.0,
Other Assets,4.39,4.3,4.39,3.94,4.18,
Total Assets,4.69,4.63,4.69,4.41,4.72,
