,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,147.0,106,122,107,170,196,160,140,253
Inventory Days,16.0,8,17,31,99,154,115,66,36
Days Payable,132.0,22,24,11,54,105,28,76,91
Cash Conversion Cycle,31.0,91,116,126,214,245,247,130,198
Working Capital Days,223.0,132,128,122,223,324,354,213,464
ROCE %,,10,6,10,9,6,4,6,-2
