,2006-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,505.38,495.36,0.0,72.7,0.0,8.81,2.9,31.38,0.15,0.0,22.63
Inventory Days,395.42,,820.47,524.69,215.56,100.64,658.83,25.1,5.4,77.25,53.63
Days Payable,0.0,,0.0,0.0,6.61,0.0,0.0,0.0,0.0,0.0,0.0
Cash Conversion Cycle,900.8,495.36,820.47,597.38,208.95,109.45,661.73,56.48,5.55,77.25,76.26
Working Capital Days,3593.85,1994.46,627.42,389.23,58.74,60.49,187.43,10.38,-32.22,-295.53,-157.16
ROCE %,,,0.72,7.49,4.86,3.3,8.45,4.68,7.69,16.04,47.46
