,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,54.88,54.88,54.88,54.88,54.88,54.88,54.88,54.88,54.88,54.88,54.88,54.88
FIIs,0.0,0.0,0.0,0.48,0.79,0.98,0.74,0.74,0.78,0.72,0.72,0.78
DIIs,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Public,45.11,45.11,45.11,44.63,44.31,44.13,44.36,44.37,44.32,44.39,44.39,44.33
No. of Shareholders,23597.0,23784.0,24878.0,24279.0,22828.0,23169.0,22860.0,22969.0,21487.0,20937.0,21586.0,21216.0
