,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,13,13,13,13,13,13,13,13,13,13,13,13,13
Reserves,323,327,330,321,313,312,317,322,323,330,343,380,368
Borrowings,44,107,170,157,164,209,399,263,308,263,325,330,383
Other Liabilities,153,188,294,232,299,341,358,281,289,319,428,464,502
Total Liabilities,533,634,807,723,789,876,1088,880,933,925,1109,1187,1266
Fixed Assets,106,154,155,192,185,187,195,201,193,181,168,153,145
CWIP,30,17,26,11,11,6,12,3,2,0,3,3,6
Investments,2,1,0,0,0,0,0,0,0,0,1,1,0
Other Assets,396,463,626,519,592,682,881,676,738,744,936,1030,1116
Total Assets,533,634,807,723,789,876,1088,880,933,925,1109,1187,1266
