,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,175.09,168.45,283.78,216.99,267.12,334.91,340.62,300.34,325.03,328.29,438.35,155.57,257.06
Expenses,155.13,150.41,262.2,200.58,245.83,316.88,324.42,277.65,290.99,296.85,405.81,151.2,237.38
Operating Profit,19.96,18.04,21.58,16.41,21.29,18.03,16.2,22.69,34.04,31.44,32.54,4.37,19.68
OPM %,11.4,10.71,7.6,7.56,7.97,5.38,4.76,7.55,10.47,9.58,7.42,2.81,7.66
Other Income,1.34,0.95,6.21,2.72,1.45,4.89,2.89,1.66,1.95,4.09,1.15,1.3,1.06
Interest,11.18,11.77,12.65,10.27,10.13,9.83,13.36,10.2,13.43,12.34,11.99,14.73,11.52
Depreciation,4.89,4.83,4.77,4.49,4.32,4.7,3.48,4.09,4.16,9.34,6.94,6.17,6.21
Profit before tax,5.23,2.39,10.37,4.37,8.29,8.39,2.25,10.06,18.4,13.85,14.76,-15.23,3.01
Tax %,32.7,53.56,36.35,34.78,33.78,33.61,83.56,36.08,33.7,-1.95,34.96,19.83,37.21
Net Profit,3.52,1.11,6.6,2.85,5.49,5.57,0.37,6.43,12.2,14.12,9.6,-12.21,1.89
EPS in Rs,0.25,0.05,0.49,0.21,0.36,0.39,0.1,0.48,0.87,1.04,0.68,-0.95,0.12
