,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,44.55,44.0,38.48,38.26
FIIs,5.01,8.96,16.61,16.82
DIIs,11.97,10.33,9.73,10.41
Public,38.47,36.72,35.17,34.52
No. of Shareholders,46605.0,101028.0,142320.0,131876.0
