,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,310.0,307.0,409.0,463.0,527.0,597.0,681.0,682.0,745.0,749.0,826.0,808.0,1048.0
Expenses,199.0,201.0,262.0,292.0,334.0,361.0,384.0,416.0,429.0,424.0,441.0,487.0,604.0
Operating Profit,110.0,106.0,147.0,171.0,193.0,236.0,296.0,266.0,316.0,324.0,385.0,320.0,443.0
OPM %,36.0,35.0,36.0,37.0,37.0,40.0,44.0,39.0,42.0,43.0,47.0,40.0,42.0
Other Income,8.0,9.0,10.0,12.0,9.0,8.0,3.0,2.0,0.0,11.0,5.0,4.0,1.0
Interest,14.0,6.0,11.0,16.0,18.0,18.0,20.0,20.0,24.0,25.0,20.0,18.0,26.0
Depreciation,5.0,5.0,4.0,4.0,5.0,5.0,5.0,6.0,7.0,8.0,9.0,9.0,11.0
Profit before tax,100.0,104.0,142.0,162.0,179.0,221.0,274.0,243.0,286.0,302.0,362.0,297.0,407.0
Tax %,25.0,30.0,28.0,25.0,25.0,25.0,25.0,25.0,25.0,24.0,26.0,26.0,25.0
Net Profit,74.0,73.0,102.0,121.0,134.0,165.0,205.0,182.0,214.0,228.0,267.0,221.0,304.0
EPS in Rs,9.11,8.94,12.45,14.73,16.24,19.88,24.7,21.85,25.63,27.35,31.99,26.34,36.3
