,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,846.36,815.67,751.75,730.97,718.15,710.67,642.7,608.63,596.31,552.09,504.82,500.16,479.15
Expenses,321.05,311.73,325.71,292.2,291.18,284.71,290.15,284.82,283.38,290.49,489.78,287.49,283.8
Operating Profit,525.31,503.94,426.04,438.77,426.97,425.96,352.55,323.81,312.93,261.6,15.04,212.67,195.35
OPM %,62.07,61.78,56.67,60.03,59.45,59.94,54.85,53.2,52.48,47.38,2.98,42.52,40.77
Other Income,4.36,3.13,-776.27,8.36,3.97,4.91,-2647.2,4.62,5.39,14.73,-1899.15,3.04,6.73
Interest,106.87,97.37,92.48,83.32,83.64,77.81,79.81,73.01,73.73,74.22,57.02,66.11,65.71
Depreciation,338.63,314.84,536.38,297.28,291.97,244.04,237.6,231.87,214.57,202.45,200.21,121.86,118.58
Profit before tax,84.17,94.86,-979.09,66.53,55.33,109.02,-2612.06,23.55,30.02,-0.34,-2141.34,27.74,17.79
Tax %,23.36,8.91,-44.55,26.14,35.98,26.43,22.21,24.2,26.45,-738.24,19.65,25.96,69.59
Net Profit,64.51,86.41,-1415.23,49.14,35.42,80.21,-2031.99,17.85,22.08,-2.85,-1720.62,20.54,5.41
EPS in Rs,0.36,0.49,-7.65,0.27,0.17,0.44,-10.85,0.1,0.12,-0.02,-9.34,0.11,0.03
