,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,35.93,35.93,35.93,35.93,35.93,35.93,37.29,37.29,41.27
DIIs,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17
Public,63.9,63.9,63.9,63.9,63.9,63.9,62.54,62.55,58.55
No. of Shareholders,8877.0,8845.0,8813.0,8802.0,8805.0,8780.0,8954.0,8996.0,9305.0
