,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,,2.03,0.8,2.64
Cash from Investing Activity,,-0.71,-0.22,-1.64
Cash from Financing Activity,,-1.86,-0.59,-0.89
Net Cash Flow,,-0.54,-0.01,0.11
