,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Sales,15.02,13.22,18.22,20.7
Expenses,12.02,11.01,15.97,17.54
Operating Profit,3.0,2.21,2.25,3.16
OPM %,19.97,16.72,12.35,15.27
Other Income,0.29,0.02,0.09,0.2
Interest,0.43,0.27,0.18,0.11
Depreciation,0.96,0.92,0.85,0.83
Profit before tax,1.9,1.04,1.31,2.42
Tax %,30.53,26.92,27.48,29.34
Net Profit,1.32,0.76,0.94,1.71
EPS in Rs,44.0,25.33,31.33,5.18
