,2023-03-01,2023-09-01
Equity Capital,6.45,20.2
Reserves,-5.1,30.82
Borrowings,87.68,0.0
Other Liabilities,44.41,140.67
Total Liabilities,133.44,191.69
Fixed Assets,0.93,0.9
CWIP,0.0,0.0
Investments,0.73,3.43
Other Assets,131.78,187.36
Total Assets,133.44,191.69
