,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2023-03-01,2023-09-01
Equity Capital,10,10,10,10,31,100.0,100
Reserves,0,0,0,2,7,,206
Borrowings,1,5,31,37,32,,54
Other Liabilities,1,2,8,4,10,,50
Total Liabilities,12,17,49,53,81,,410
Fixed Assets,0,0,10,10,11,,4
CWIP,0,3,1,3,0,,0
Investments,0,0,1,0,0,,0
Other Assets,12,15,38,39,70,,406
Total Assets,12,17,49,53,81,,410
