,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2023-03-01
Debtor Days,50.0,94,53,1,23,
Inventory Days,26.0,775,45,54,27,
Days Payable,95.0,253,20,1,2,
Cash Conversion Cycle,-20.0,615,78,54,48,
Working Capital Days,-14.0,694,73,47,42,
ROCE %,,0,5,12,20,
