,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,7.9,9.7,9.98,7.63,10.94,12.9,13.23,9.94,10.2,12.47,14.15,10.34,14.47
Expenses,6.81,8.46,9.06,7.17,9.92,11.8,12.53,9.23,9.16,11.2,12.77,9.4,13.25
Operating Profit,1.09,1.24,0.92,0.46,1.02,1.1,0.7,0.71,1.04,1.27,1.38,0.94,1.22
OPM %,13.8,12.78,9.22,6.03,9.32,8.53,5.29,7.14,10.2,10.18,9.75,9.09,8.43
Other Income,-0.01,0.08,0.4,0.12,0.32,0.33,0.62,0.09,0.09,0.36,0.36,0.14,0.11
Interest,0.01,0.01,-0.0,0.01,0.02,0.05,0.01,0.03,0.1,0.17,0.1,0.05,0.06
Depreciation,0.3,0.3,0.3,0.3,0.31,0.31,0.32,0.33,0.34,0.34,0.34,0.34,0.34
Profit before tax,0.77,1.01,1.02,0.27,1.01,1.07,0.99,0.44,0.69,1.12,1.3,0.69,0.93
Tax %,27.27,27.72,29.41,25.93,31.68,28.97,26.26,25.0,27.54,25.89,23.85,24.64,25.81
Net Profit,0.56,0.73,0.72,0.19,0.7,0.76,0.74,0.33,0.5,0.83,1.0,0.51,0.68
EPS in Rs,0.81,1.06,1.04,0.28,1.02,1.06,1.03,0.46,0.7,1.14,1.37,0.7,0.93
