,2021-03-01,2022-03-01,2023-03-01
Debtor Days,15.88,8.60,9.01
Inventory Days,,,
Days Payable,,,
Cash Conversion Cycle,15.88,8.60,9.01
Working Capital Days,22.29,26.14,13.87
ROCE %,,8.22,11.34
