,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,0.5,0.5,0.5,4.93
Reserves,0.71,0.75,0.93,0.59
Borrowings,4.06,4.67,4.47,2.68
Other Liabilities,0.43,0.24,0.67,0.38
Total Liabilities,5.7,6.16,6.57,8.58
Fixed Assets,2.37,2.37,2.36,2.35
CWIP,0.0,0.0,0.0,0.0
Investments,0.0,0.43,0.45,0.47
Other Assets,3.33,3.36,3.76,5.76
Total Assets,5.7,6.16,6.57,8.58
