,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,251.0,256.0,297.0,319.0,259.0,288.0,303.0,324.0,302.0,193.0,295.0,258.0,261.0
Expenses,181.0,202.0,240.0,257.0,222.0,244.0,253.0,265.0,279.0,194.0,285.0,257.0,272.0
Operating Profit,70.0,54.0,57.0,62.0,37.0,44.0,50.0,59.0,23.0,-1.0,10.0,0.0,-10.0
OPM %,28.0,21.0,19.0,19.0,14.0,15.0,17.0,18.0,8.0,-1.0,3.0,0.0,-4.0
Other Income,2.0,2.0,2.0,2.0,16.0,14.0,11.0,10.0,123.0,8.0,-1.0,9.0,10.0
Interest,4.0,5.0,6.0,5.0,5.0,6.0,9.0,7.0,8.0,8.0,14.0,17.0,18.0
Depreciation,9.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,14.0,16.0,17.0
Profit before tax,59.0,43.0,44.0,50.0,39.0,42.0,44.0,53.0,129.0,-12.0,-20.0,-24.0,-35.0
Tax %,25.0,26.0,27.0,26.0,17.0,19.0,25.0,22.0,4.0,22.0,10.0,6.0,13.0
Net Profit,44.0,32.0,32.0,37.0,32.0,35.0,33.0,42.0,124.0,-9.0,-18.0,-22.0,-30.0
EPS in Rs,5.3,3.78,3.89,4.43,3.88,4.14,3.95,4.98,14.85,-1.11,-2.13,-2.65,-3.65
