,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,35.35,38.99,57.67,48.69,28.09,40.06
Inventory Days,,,,,,
Days Payable,,,,,,
Cash Conversion Cycle,35.35,38.99,57.67,48.69,28.09,40.06
Working Capital Days,7.07,22.24,56.42,35.21,22.21,29.84
ROCE %,,32.63,19.32,35.15,44.73,27.13
