,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,,,-0.03,,1.88,-2.58
Cash from Investing Activity,,,-0.01,,-0.45,-0.03
Cash from Financing Activity,,,0.1,,-1.05,2.77
Net Cash Flow,,,0.05,,0.38,0.16
