,2021-09-01,2022-03-01,2022-09-01,2023-03-01,2023-09-01
Sales,34.65,50.33,40.13,29.49,33.12
Expenses,32.56,48.81,37.94,28.72,31.5
Operating Profit,2.09,1.52,2.19,0.77,1.62
OPM %,6.03,3.02,5.46,2.61,4.89
Other Income,0.03,0.0,0.0,0.13,0.16
Interest,0.11,0.14,0.05,-0.02,0.04
Depreciation,0.28,0.29,0.21,0.21,0.14
Profit before tax,1.73,1.09,1.93,0.71,1.6
Tax %,24.86,24.77,25.39,25.35,25.62
Net Profit,1.3,0.82,1.45,0.54,1.2
EPS in Rs,21.67,13.67,4.83,1.32,2.94
