,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.01
Expenses,0.10,0.10,0.15,0.09,0.13,0.15,0.18,0.15,0.09,0.10,0.14,0.22,0.12
Operating Profit,-0.10,-0.10,-0.15,-0.09,-0.13,-0.15,-0.18,-0.15,-0.09,-0.10,-0.14,-0.19,-0.11
OPM %,,,,,,,,,,,,-633.33,-1100.0
Other Income,0.00,0.00,-22.65,0.00,0.00,0.00,-1.29,0.00,0.00,0.00,-11.96,0.0,0.0
Interest,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0
Depreciation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0
Profit before tax,-0.10,-0.10,-22.80,-0.09,-0.13,-0.15,-1.47,-0.15,-0.09,-0.10,-12.10,-0.19,-0.11
Tax %,0.00,0.00,-0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0
Net Profit,-0.10,-0.10,-22.86,-0.09,-0.13,-0.15,-1.47,-0.15,-0.09,-0.10,-12.10,-0.19,-0.11
EPS in Rs,-0.01,-0.01,-2.31,-0.01,-0.01,-0.02,-0.15,-0.02,-0.01,-0.01,-1.22,-0.02,-0.01
