,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,73.59,73.59,74.8,74.8
FIIs,0.05,0.05,0.05,0.05
DIIs,1.0,0.0,0.0,0.0
Public,25.36,26.36,25.14,25.14
No. of Shareholders,21452.0,18235.0,16690.0,16418.0
