,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,,365.00,121.67,0.00
Inventory Days,,,617251.5,
Days Payable,,,50954.0,
Cash Conversion Cycle,,365.00,566419.17,0.00
Working Capital Days,,1716412.50,1839843.33,4642.23
ROCE %,,-1.80,-0.16,1.70
