,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,64.65,68.28,82.3,90.73,83.88
Expenses,59.96,61.65,74.45,78.44,75.04
Operating Profit,4.69,6.63,7.85,12.29,8.84
OPM %,7.25,9.71,9.54,13.55,10.54
Other Income,0.55,0.94,0.95,0.71,2.14
Interest,3.27,3.02,2.81,2.09,1.60
Depreciation,1.68,1.15,1.17,1.38,1.87
Profit before tax,0.29,3.4,4.82,9.53,7.51
Tax %,75.86,17.06,28.42,35.78,
Net Profit,0.07,2.81,3.45,6.11,4.14
EPS in Rs,0.23,9.37,11.5,4.2,2.84
