,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,4.05,9.6,7.92,5.36
Cash from Investing Activity,-1.24,-0.6900000000000001,-3.84,-27.49
Cash from Financing Activity,-1.6,-9.31,-4.47,28.02
Net Cash Flow,1.21,-0.39,-0.39,5.89
