,2022-03-01,2023-03-01,2023-09-01
Promoters,52.79,52.78,52.78
FIIs,7.64,16.57,11.0
DIIs,22.53,27.74,32.07
Public,17.05,2.9,4.15
No. of Shareholders,46385.0,30073.0,30556.0
