,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,6,-4,33,57,90,33,104
Cash from Investing Activity,-15,-11,-5,-18,-47,-58,-28
Cash from Financing Activity,0,99,-31,-44,-37,64,-84
Net Cash Flow,-10,84,-3,-5,5,39,-8
