,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,,277,24,28,29,27,21,32,9,3
Inventory Days,,463,48,51,68,73,81,104,94,38
Days Payable,,669,104,157,116,165,164,223,96,83
Cash Conversion Cycle,,71,-32,-78,-20,-65,-62,-87,7,-41
Working Capital Days,,-146,-48,-54,-7,-50,-49,-126,15,-27
ROCE %,,-3,-8,-9,-20,-23,-18,-12,-9,-44
