,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,51,51,51,53,56,66,66,66,66,66,66,66,66.0
Reserves,183,134,72,-222,-256,5,-81,-158,-114,-33,10,25,33.0
Preference Capital,0,0,0,16,8,0,0,0,0,0,0,0,
Borrowings,279,293,333,267,324,296,309,266,188,179,142,133,127.0
Other Liabilities,420,434,488,334,318,366,320,303,347,415,397,388,400.0
Total Liabilities,933,912,942,432,441,733,614,478,487,628,616,614,626.0
Fixed Assets,327,314,337,98,92,416,405,327,322,481,442,439,438.0
CWIP,6,4,2,2,0,0,0,0,0,0,1,1,1.0
Investments,2,2,2,1,1,1,1,1,1,2,2,2,2.0
Other Assets,597,592,601,331,348,316,207,149,164,145,171,172,184.0
Total Assets,933,912,942,432,441,733,614,478,487,628,616,614,626.0
