,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,431.0,442.0,439.0,441.0,448.0,455.0,449.0,447.0,473.0,478.0,460.0,499.0,484.0
Expenses,311.0,319.0,325.0,332.0,359.0,353.0,356.0,360.0,389.0,398.0,402.0,422.0,401.0
Operating Profit,120.0,123.0,114.0,110.0,89.0,102.0,93.0,87.0,85.0,81.0,58.0,78.0,83.0
OPM %,28.0,28.0,26.0,25.0,20.0,22.0,21.0,19.0,18.0,17.0,13.0,16.0,17.0
Other Income,46.0,53.0,24.0,41.0,29.0,29.0,31.0,33.0,45.0,39.0,21.0,46.0,44.0
Interest,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Depreciation,93.0,92.0,93.0,92.0,92.0,92.0,91.0,91.0,91.0,87.0,88.0,92.0,93.0
Profit before tax,69.0,84.0,45.0,59.0,26.0,39.0,33.0,29.0,38.0,33.0,-10.0,31.0,34.0
Tax %,25.0,26.0,-62.0,17.0,26.0,12.0,13.0,28.0,20.0,13.0,-53.0,29.0,41.0
Net Profit,52.0,63.0,72.0,49.0,19.0,34.0,28.0,21.0,30.0,29.0,-15.0,22.0,20.0
EPS in Rs,0.3,0.35,0.41,0.28,0.11,0.19,0.16,0.12,0.17,0.16,-0.08,0.13,0.11
