,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,656.0,740.0,794.0,559.0,731.0,738.0,948.0,1010.0,1147.0,1068.0,1075.0,1075.0,1196.0
Expenses,591.0,658.0,747.0,528.0,654.0,660.0,840.0,904.0,1023.0,954.0,958.0,960.0,1065.0
Operating Profit,65.0,82.0,47.0,31.0,77.0,79.0,108.0,107.0,124.0,114.0,117.0,115.0,131.0
OPM %,10.0,11.0,6.0,6.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
Other Income,7.0,15.0,7.0,10.0,8.0,37.0,5.0,4.0,4.0,5.0,2.0,2.0,2.0
Interest,11.0,10.0,8.0,7.0,8.0,8.0,7.0,8.0,10.0,11.0,12.0,14.0,15.0
Depreciation,25.0,24.0,24.0,25.0,27.0,27.0,33.0,32.0,34.0,34.0,39.0,39.0,41.0
Profit before tax,37.0,63.0,23.0,8.0,50.0,80.0,72.0,71.0,85.0,74.0,69.0,63.0,77.0
Tax %,29.0,22.0,68.0,16.0,27.0,16.0,-5.0,26.0,25.0,26.0,-80.0,27.0,24.0
Net Profit,26.0,49.0,13.0,7.0,39.0,70.0,76.0,52.0,58.0,52.0,122.0,45.0,59.0
EPS in Rs,1.14,2.07,0.54,0.3,1.63,2.92,3.17,2.2,2.42,2.19,5.1,1.89,2.46
