,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,96.93,147.41,162.43,97.64,111.7,151.9,126.57,161.22,168.51,158.52,166.07,143.36,171.79
Expenses,86.8,129.92,139.43,89.89,101.63,135.13,115.94,143.97,150.86,145.28,152.47,127.7,156.29
Operating Profit,10.13,17.49,23.0,7.75,10.07,16.77,10.63,17.25,17.65,13.24,13.6,15.66,15.5
OPM %,10.45,11.86,14.16,7.94,9.02,11.04,8.4,10.7,10.47,8.35,8.19,10.92,9.02
Other Income,0.08,0.15,-0.4,0.07,-0.01,-0.04,-0.02,-0.01,0.06,-0.09,-0.08,0.03,-0.04
Interest,3.54,3.59,3.93,3.55,2.88,3.29,2.49,2.8,2.55,3.36,3.37,3.64,4.02
Depreciation,8.29,8.28,9.58,7.34,7.29,7.29,7.13,6.88,7.12,7.31,10.38,7.52,7.66
Profit before tax,-1.62,5.77,9.09,-3.07,-0.11,6.15,0.99,7.56,8.04,2.48,-0.23,4.53,3.78
Tax %,0.0,0.0,23.21,0.0,0.0,18.86,57.58,27.51,26.99,25.4,-26.09,26.27,30.42
Net Profit,-1.62,5.77,6.98,-3.06,-0.11,5.0,0.42,5.47,5.88,1.85,-0.29,3.35,2.64
EPS in Rs,-0.95,3.39,4.1,-1.8,-0.06,2.93,0.25,3.21,3.45,1.09,-0.17,1.97,1.55
