,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,244.0,257.0,182.0,293.0,263.0,234
Expenses,221.0,237.0,157.0,251.0,228.0,202
Operating Profit,23.0,20.0,25.0,42.0,34.0,32
OPM %,9.0,8.0,14.0,14.0,13.0,14
Other Income,0.0,0.0,1.0,3.0,5.0,3
Interest,7.0,6.0,6.0,6.0,5.0,5
Depreciation,10.0,9.0,7.0,10.0,12.0,13
Profit before tax,7.0,5.0,14.0,29.0,21.0,16
Tax %,32.0,34.0,28.0,27.0,27.0,
Net Profit,5.0,4.0,10.0,22.0,15.0,12
EPS in Rs,0.55,0.47,1.18,3.02,2.13,1.68
