,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,14,14,14,14,14,14
Reserves,25,21,29,50,65,73
Borrowings,71,70,68,86,52,89
Other Liabilities,24,41,26,33,23,85
Total Liabilities,134,145,137,184,154,261
Fixed Assets,52,46,36,61,69,103
CWIP,0,0,14,0,0,0
Investments,1,1,1,1,1,2
Other Assets,81,98,85,121,84,156
Total Assets,134,145,137,184,154,261
