,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Revenue,1.26,1.66,2.09,2.51,4.28,5.86,16.69,31.84,32.57,31.13,30.06,22.36,18.06
Interest,0.05,0.01,0.02,0.08,1.13,1.74,6.92,21.75,21.57,20.25,16.53,12.89,11.01
Expenses,0.78,1.09,1.22,1.47,1.8,2.65,5.41,6.82,7.3,9.16,9.45,8.74,7.44
Financing Profit,0.43,0.56,0.85,0.96,1.35,1.47,4.36,3.27,3.7,1.72,4.08,0.73,-0.39
Financing Margin %,34.13,33.73,40.67,38.25,31.54,25.09,26.12,10.27,11.36,5.53,13.57,3.26,-2.16
Other Income,-0.03,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.37,0.0,0.42,0.82,0.92
Depreciation,0.02,0.03,0.03,0.15,0.07,0.07,0.29,0.44,0.33,0.23,0.53,0.56,0.28
Profit before tax,0.38,0.53,0.82,0.81,1.29,1.4,4.07,2.83,3.74,1.49,3.97,0.99,0.25
Tax %,92.11,22.64,25.61,29.63,33.33,29.29,27.03,35.69,25.4,24.16,51.64,38.38,
Net Profit,0.03,0.41,0.6,0.58,0.86,0.99,2.96,1.82,2.8,1.12,1.92,0.61,0.01
EPS in Rs,0.03,0.37,0.55,0.51,0.76,0.69,2.07,1.27,1.96,0.78,1.34,0.43,0.00
